id,coname,loc_search,reason,year
200996,Carmine Narducci Way,At the intersection of Maple Parkway and Walloon Avenue,"Carmine Narducci worked for the NYPD as a police officer for 27 years and was assigned to Brooklyn and .  He was a founding member of the Mariners Harbor VFW Post and served for 60 years with the post.  There, he ran the club’s bingo game for 43 years and cooked food for all the club’s events.  He  also served in the United States Navy during WWII, was the first vice president and former president of the Harbor Terrace AARP and a parishioner of St. Michael’s/St. Clement’s R.C. Church.",2009
200997,Bobby Smith Court,At the intersection of Lawrence Avenue and Forest Avenue,"Bobby Smith was referred to as the Mayor of Forest Avenue and served in the Vietnam War in 1970 as a member of the United States Army.  After being discharged, he taught physical education at    in .  Over 30 years ago, he was founder of the Pepper Martin Run, the third and most difficult leg of Staten Islands Triple Crown road racing series and was an organizer of the annual PS 45 Courtyard Reunion in West Brighton as well as being a longtime parishioner of St. Peter’s .  He volunteered and donated food for the runners and volunteers at NYC Marathon start at  every year.  Every baseball season he organized trips at his own expense to Yankee Stadium for  youth who did not have the means to attend Yankee games.  As a member of    he was an aid to Monsignor James Downey, Regional Vicar of Staten Island R.C. Churches and organized the “Night of Solemn Remembrance each September 10th along with members of the Notre Dame Club of .",2009
2009106,PV2 Isaac T. Cortes Way,Unionport Road Between Metropolitan Oval and Starling Avenue,"Private Isaac T. Cortes resided in the Parkchester neighborhood of the .  While serving in the United States Army, he received multiple and awards and decorations including the Purple Heart, the Bronze Star and the National Defense Service Medal.  Private Cortes was killed when an explosive device detonated in , , just north of .",2009
2009108,Ken Siegelman Way,West 5th Street Between Avenue V and Wolf Place,"Ken Siegelman was a social studies teacher for 33 years at .  English was an unfamiliar language in his classroom composed of Russian and Spanish teens so he developed a classroom poetry curriculum to bridge the language gap.  His genius was recognized by Sandy Feldman and the UFT, who presented him with the John Bunzel Award.  His innovative poetry centered curriculum was purchased by Teacher’s Discovery and he was also awarded a grant from the Puffin Foundation which he used to help young poets at .  He, later on was appointed Brooklyn Poet Laureate by Brooklyn Borough President Marty Markowitz on January 24, 2002.",2009
201220,John Davenport Way,17th Street Between 10th Avenue and Prospect Park,"John Davenport was a long-time civic activist.  He demonstrated his commitment to his community by serving as Chairman of the Brooklyn Community Board 7’s Public Safety Committee and as President of the 72nd Precinct Community Council.  As Chairman of the Public Safety Committee, he helped provide a forum for emergency service delivery agencies, such as the NYPD, FDNY and EMS to communicate with the public, discuss local issues and disseminate information about policies and regulations designed to protect and ensure the safety of his community.  As President of the 72nd Precinct Community Council, he led a non-partisan group that met with local NYPD leaders to exchange information and address local safety and quality issues.  He was also a leader in his church, a Scout Leader and a leader of the Central Brooklyn Independent Democrats.  He arranged for toys, clothing and meals for the local battered woman’s shelter every holiday season and advocated for recreational venues for the youth of Windsor Terrace.  He was a supporter and facilitator to the Brooklyn Irish-American Parade Committee and helped organize several events intended to commemorate the cultural contributions of Irish immigrants to the social fabric of Brooklyn.  His work in this area led the Brooklyn Irish American Parade Committee to dedicate their 2011 St. Patrick’s Day Parade in his memory.  In 2002, he received the John F. Carrol Award for his dedication to civic activism and for his leadership in the community.  He was also recognized that same year for his community activism by Brooklyn Borough President Marty Markowitz.",2012
201230,Bishop Moses Taylor Way,Between 40th Avenue and 12th Street,"Bishop Moses Taylor was a fixture of his community for more than 60 years.  He was the founder of The Long Island City Gospel Tabernacle and presiding Bishop over Long Island City Gospel Church World Outreach Ministries Inc.  He graduated from Jamaica High School in New York City.  He enlisted in the United States Navy in June of 1943 and received an Honorable Discharge in November of 1945.  He attended New York University where he majored in dietary studies.  Bishop Taylor's ministry began in a small house on 12th Street in Long Island City, where he preached to a group of twelve followers; in the next few years, this ministry moved to a larger, permanent home across the street and became known as the Long Island City Gospel Tabernacle.  He fed the hungry and provided clothing and spiritual guidance.  Building on the success of the Gospel Tabernacle, Bishop Taylor went on to found the Astoria Outreach Ministries and the Center of Hope International (COHI) in Long Island City, which is now led by his son, Pastor Mitchell G. Taylor.  COHI is considered one of the fastest growing churches in Long Island City.  The COHI launched the Victory After-School Program and provided employment services, financial counseling and tenant advocacy aid to the community.  In addition, the COHI also runs the Bread of Life food pantry three days per week giving away cereals, meat and fresh produce to families in need.  ",2012
201258,Cornell Edwards Way,East 13th Street Between Third Avenue and Fourth Avenue,"Cornell Edwards was a community activist in the Lower East Side.  He was a leader in the Third Avenue Artists, Tenants and Businessmen’s Association, he founded and served as the chair of the East 13th Street Block Association and was honored by the New York Chapter of the Boy Scouts of America.  He dedicated his life to expanding opportunities for youth, especially for low-income African-Americans.  He was chairperson of Community Board 3’s Land Use/Housing Committee and was active in the upzoning of a stretch of Third Avenue from 14th Street to St. Mark’s Place.  He was also involved with the Cooper Square Committee.  He was featured in “Twilight Becomes Night,” a 2008 documentary about the loss of neighborhood stores in New York City.  He was an advisor to the Seneca Village Project, which is dedicated to the study of 19th century Africa-American and Irish immigrant community which was located in Central Park and was a trustee at Mother A.M.E. Zion Church, the oldest black church in New York State.",2012
201269,Staff Sgt. Henry Cichon and Cpl. Stanley Cichon Way,At the southwest corner of Innis Street and John Street,"Staff Sgt. Henry Cichon served in the United States Army Air Forces as an Aerial Gunner on a B-24 during World War II.  He was killed in the Dutch East Indies in a plane explosion on January 14, 1945.  Cpl. Stanley Cichon served in the United States Marine Corps during World War II.  He was killed at Iwo Jima on February 25, 1945 in the line of duty.",2012
201314,Father Eugene F. Donnelly Corner,At the southwest corner of 80th Street and 25th Avenue,"Father Eugene G. F. Donnelly spent 59 years as a parish priest in Queens.  Born in Astoria, Father Donnelly attended Cathedral College, Brooklyn; and Immaculate Conception Seminary, Huntington, L.I.  He was ordained May 22, 1948 by Bishop Thomas E. Molloy at St. James Pro-Cathedral in Brooklyn.  He served as an assistant at St. Luke’s in Whitestone from 1948 until 1965, and Our Lady of Fatima, East Elmhurst from 1965 until 2007.  He retired in 2007 but remained in residence at Our Lady of Fatima.  He loved helping people and he was able to serve generations of people in his 47 years at Our Lady of Fatima.  He was involved with the Knights of Columbus, the American Legion, the Port Authority Police and the local police precinct.  He was very dedicated to visiting the sick and homebound and would often bring a group of people with him from the parish to visit sick children at St. Mary’s Hospital in Bayside.  He was also very active in the old Jackson Heights Volunteer Ambulance Corps and ran blood drives in the community.  He was also very active with the Boy Scouts and Girl Scouts arranging trips and outings as well as working with the Lexington School for the Deaf and Monsignor McClancy Memorial High School.  Fr. Donnelly was also a member of the Jackson Heights Neighborhood Association and was involved with the Blue Lancers marching band, the teen center, movie nights, and field trips.  In addition, he was involved with the Our Lady of Fatima track team and the Catholic War Veterans. ",2013
201317,Dr. Rabbi H. Joel Laks Way,78th Road Between Parsons Boulevard and 160th Street,"Dr. Rabbi H. Joel Laks served as Rabbi of the first Orthodox Congregation, the Jewish Center Torath Emeth for over 50 years.  He received his MA in Philosophy from Yale University and a PhD in Philosophy from the University of Pennsylvania.  He taught Contemporary Civilization at Queens College as well as Philosophy.  He served as the Jewish Chaplain at Booth Memorial Hospital for 30 years and conducted weekly services at the Meadow Park Nursing Home.  He galvanized the community Rabbis to establish the Vaad Harabonim of Queens for kashrus and communal needs.  He served as the first chairman of the Chevra Kadisha (Burial Society) and was a member of the Queens Jewish Community Council for many years. He also established a thriving Talmud Torah (Hebrew School) which educated more than 400 students in its prime.",2013
201328,Rafael Tufiño Way,East 103rd Street From the west side of Third Avenue to the east side of Park Avenue,"Rafael Tufiño was a painter and printmaker who was considered one of Puerto Rico’s most prominent cultural figures. He was known as the “Painter of the People” for his canvases and posters depicting traditional aspects of life on the island. He was born in Brooklyn and was an important presence in New York, where he was a mentor to Puerto Rican artists and served as a bridge to Puerto Rico’s traditions and aesthetics. After serving in the Army Signal Corps in Panama during World War II, he went to art school in Mexico under the G.I. Bill. Returning to Puerto Rico in the early 1950s, he became a member of Generación del Cincuenta, a group of young artists dedicated to forging an aesthetic identity for the island. He was a founder of Taller Boricua, a workshop and art collective started in East Harlem in 1970, and was also influential in the establishment of El Museo del Barrio in that neighborhood. His work was the subject of a major retrospective at the museum in 2003. His art, which can be seen on posters throughout Old San Juan, presents scenes of daily life in Puerto Rico such as work, dance, music and festivals in bright, Fauvist colors. His paintings, including landscapes, interiors and portraits, are in the collections of the Museum of Modern Art, the , the  and the Galería Nacional in Puerto Rico. In 2003, he was given a lifetime achievement award by the National Arts Club in New York City. He created some of his best-known posters and prints during the ’50s, many for government-sponsored literacy and hygiene campaigns.",2013
201356,P.O. Calabrese and P.O. Keegan Plaza,At the southeast corner of 60th Street and Broadway,"Officer Seraphin Calabrese was assigned to Transit District 1.  He was killed in the line of duty with his own weapon while attempting an arrest at the Columbus Circle subway station. The suspect immediately grabbed Officer Calabrese's gun and shot him. Another nearby transit officer apprehended the suspect.Police Officer Joseph Keegan was assigned to Transit District 1 and served with the New York City Transit Police Department for over 15 years.  While patrolling the Columbus Circle subway station, he attempted to arrest a fare evader and was killed in the line of duty with his own gun.  The suspect was arrested in Central Park later in the day during a massive manhunt. He was later convicted of second degree murder and sentenced to 25 years to life in prison.",2013
2013100,William S. Klapach Way,At the northeast corner of Fillmore Street and Lafayette Avenue,"William S. Klapach was United States Army combat photographer and decorated World War II veteran.  He served in the United States Army from 1943 until 1945, as a technician 5th grade in the 196th Signal Photo Company, and was awarded a Bronze Star.  His historic photos included one of the Italian dictator Mussolini, hanging at a gas station in Milan, after his execution in April 1945.  He also served a personal guard to U.S. Army generals Dwight D. Eisenhower and George S. Patton.  After WWII, he worked as an electrician, and then elevator mechanic for the federal government, based on Governor’s Island, for over 20 years. He was then employed as a school safety agent for the City Board of Education, and retired in 1994.  He was a founding member of the North Shore Rescue Squad, former commander of the Slosson American Legion Post, and long-time active member of the Merrell American Legion Post and Knights of Columbus.  He was active in the Twyford-Muche baseball leagues for many years, and was a member of the Greater N.Y. Sandlot Alliance for over 50 years, the S.I. Varsity Club, and the S.I. Baseball Old-Timers.  He was also a long-time parishioner of Assumption St. Paul R.C. Church in New Brighton. ",2013
2013107,Dr. Joan Maynard Way,Buffalo Avenue Between St. Marks Avenue and Bergen Street,"Joan Maynard’s life work was preserving a 19th century settlement of free blacks in Brooklyn.  She was the driving force behind the preservation of Weeksville, the pre-Civil War community of freed slaves on the edge of Crown Heights, just south of Bedford-Stuyvesant.  Despite having no official training as a preservationist, Maynard charged on, and succeeded in reintroducing the country to a once-thriving Brooklyn community that included New York’s first black police officer and first black female physician.  She was born in Brooklyn on Aug. 29, 1928, and graduated from Empire State College of the State University of New York.  In 1968, four small cottages were discovered on the edge of Crown Heights that are believed to be all that remained of Weeksville, which dates to 1838.  Through efforts led by Maynard, schoolchildren and a small group of volunteers, the houses were designated a city landmark in 1970 and added to the National Register of Historic Places in 1972.  She was the founding member of the Weeksville Society, where as president and later executive director she oversaw several renovations to the houses over the years.  In 2004, the most extensive of the renovations were completed. In 2012, the Weeksville houses were opened to the public following their $3 million renovation. ",2013
20149,Manny “The Wrong Man” Balestrero Way,73rd Street Between 41st Avenue and Woodside Avenue,"Christopher Emmanuel Balestrero, a Stork Club musician, was an innocent man who was arrested on January 14, 1953 outside his home in Jackson Heights and accused of robbery.  During his trial, an outburst by Juror No. 4 resulted in a mistrial.  Shortly after, the real thief, Charles J. Daniell, was caught before Balestrero's second trial commenced.  Charles J. Daniell confessed to forty robberies, including the two for which Balestrero was accused.  Later, Alfred Hitchcock read about Balestrero's story of mistaken identity in Life magazine and made a black-and-white film based on the book “The True Story of Christopher Emmanuel Balestrero.”  For the movie, “The Wrong Man,” Alfred Hitchcock filmed at the actual locations where the true story occurred.  ",2014
201415,Rabbi Weissmandl Way,50th Street Between 14th Avenue and 15th Avenue,"Rabbi Michoel Ber Weissmandl was instrumental in saving the European Jewish populace during World War II as a resistance fighter.  He created a “Working Group” to convince German and Slovakian authorities to delay the mass deportation of Jews for two years.  He appealed to world leaders with abilities he hoped would help save the Jews of Europe, including President Franklin Delano Roosevelt and Winston Churchill and alerted them to the progressive Nazi actions in Europe.  He also reestablished the Nitra Yeshiva in Boro Park, Mount Kisco and New Jersey when he came to the United States. ",2014
201436,Emmett W. Bassett Way,162nd Street Between Edgecomb Avenue and St. Nicholas Avenue,"Emmett W. Bassett was the first African-American to obtain a doctoral degree in dairy technology. He was born in Henry County, Virginia where his primary education was in a one room schoolhouse where classes frequently were suspended either because there was no teacher or because children were needed for farm labor.  He later enrolled at the Tuskegee Institute in Alabama.  He won a National Youth Administration scholarship which provided the chance to conduct research under George Washington Carver.  During WWII, he served in the United States Army quartermaster corps.  After the war, he entered the University of Massachusetts at Amherst and in 1955, he was awarded a doctoral degree in dairy technology from Ohio State University.  He was a member of the medical school faculty of first Columbia University and later the University of Medicine and Dentistry of New Jersey, from which he retired as an Associate Professor in the Department of Microbiology in 1987.  He was one of the last living students trained by George Washington Carver.  He combined his professional life with enduring activism in civil rights, education and health and community affairs in the Washington Heights/Inwood section of New York City and Sullivan County, where he made his home in later years.  He served on his local New York City Community Board and the Manhattan Advisory Council of the New York State Commission for Human Rights.  He later co-founded the Human Rights Commission of Sullivan County.   ",2014
20155,DJ Scott la Rock Boulevard,At the intersection of 195th Street and Kingsbridge Road,"DJ Scott la Rock (Scott Sterling) was the original DJ of the hip-hop group Boogie Down Productions whose 1987 debut album, Criminal Minded, is considered an all-time classic hip-hop record.  He earned a bachelor’s degree in business and later became a social worker.  At the shelter he was working at, he met KRS-One (Kris Parker) a graffiti artist and self-taught philosopher.  Together they formed Boogie Down Productions.  He was killed when he was trying to diffuse an argument that Boogie Down Productions member, D-Nice was involved in.  ",2015
20159,Frank T. Modica Way,Rutgers Street Between South Street and Cherry Street,"Frank T. Modica was a leader in the settlement house movement and social services sector throughout New York City, primarily in the Two Bridges and Lower East Side areas of Manhattan.  He served as Executive Director of Hamilton-Madison House (HMH), a more-than-century-old non-profit settlement house dedicated to improving the quality of life for individuals and families from 1976 - 2010.  Under his 34 years of stewardship, HMH grew to become one of the nation’s leading providers of Behavioral Health Services to Asian and Asian-American communities.  He also served on the boards of a number of local, national, and international organizations including United Neighborhood Centers of America; and International Federation of Settlements and Neighborhood Centers.  He served on the Board of Two Bridges Neighborhood Council since 1977, during which time the organization created permanently affordable housing for thousands of families and individuals.   Between 1972 -1997, Two Bridges succeeded in creating nearly 1,500 units of low and moderate income housing.",2015
201518,Bishop Robert Green Way,3rd Avenue Between 171st Street and St. Paul’s Place,"Robert Green founded the Holy Tabernacle Church in 1965.  The church began in a small storefront.  Over the years, the church expanded with a membership of 150 people.  He was ordained a Bishop by Bishop Bassnight of the Redeemed Church in 1973.  The Holy Tabernacle Church has four generations of members and has been in the same location for 49 years.  The church provides services and outreach programs such as a weekly food pantry, clothing and furniture distribution, mobile lunch program, computer training, counseling and job placement referrals among many other services.  In May 2015, the church will celebrate its 50th anniversary.",2015
201520,Rabbi Weissmandl Way,50th Street Between 10th Avenue and 20th Avenue,"Rabbi Michoel Ber Weissmandl was instrumental in saving the European Jewish populace during World War II as a resistance fighter.  He created a “Working Group” to convince German and Slovakian authorities to delay the mass deportation of Jews for two years.  He appealed to world leaders with abilities he hoped would help save the Jews of Europe, including President Franklin Delano Roosevelt and Winston Churchill and alerted them to the progressive Nazi actions in Europe.  He also reestablished the Nitra Yeshiva in Boro Park, Mount Kisco and New Jersey when he came to the United States. ",2015
201525,Barry Weinbrom Way,5th Street Between 6th Avenue and 7th Avenue,"Barry Weinbrom taught science in the New York City Board of Education from 1968 – 2001.  He taught general science at the middle school level for 28 years and biology and environmental science in the high school for seven years.  During his teaching career he developed many programs including, “SMAW” Learning About Recycling,” a project that integrated science, math, art and writing to help the community learn about the importance of buying recycled products and selling them; “SciMat3” Scientists, Mathematicians and Teachers for Tomorrow Today, a mentoring program in which older youngsters teach hands on science programs to elementary school students; the Millennium Project to celebrate 100 years of science achievement; the “Marriage of the Elements,” a presentation for middle school students that presents 21 chemical concepts in an approachable story; the CCSP Cooperative Community Science Program, where students in pairs investigated science in the stores and businesses of their school community and founded SEED, Saving Earth Every Day, an organization that involves parents in their children’s science and environmental education.   He was awarded the Park Slope Civic Council’s George Lovegren Award for Professionalism and was noted in the New York Post as one of New York’s Most Outstanding Educators.",2015
201538,Max Bond Way,At the southeast corner of St. Nicholas and 162nd Street,"J. Max Bond was a prominent African-American architect who served as head of the Architects Renewal Committee of Harlem.  In 1970, he founded the firm of Bond Ryder & Associates which was responsible for the design of the Martin Luther King Jr. Center for Nonviolent Social Change in Atlanta, the Birmingham Civil Rights Institute in Alabama and the Schomburg Center for Research in Black Culture in Harlem.  Later, the firm merged with  after Ryder's retirement in 1990.  He became a partner at the newly combined firm of , bringing over nine architects to join the nearly 100 at Davis, Brody, which had been best known for its work at Manhattan residential developments at ,  and .  He was responsible for the museum component at the  at the  site.  He served as chairman of the architecture division at the  from 1980 to 1984 and was dean at the  School of Architecture and Environmental Studies from 1985 to 1992.  He also served as a member of the  from 1980 to 1986.",2015
201540,Stanley Jay Way,At the northeast corner of Forest Avenue and Oakland Avenue,"Stanley Jay was a former college professor in the Performing and Creative Arts Department at Staten Island Community College.  He was co-founder, along with Harold “Hap” Kuffner of Randall Manor, of Mandolin Brothers which became a supplier of fine instruments to such famous musicians as Bob Dylan, Bruce Springsteen, Jimmy Buffett, Judy Collins, The Edge (U2), and Paul Simon.  Mandolin Brothers opened in 1971 and is known world-wide and brought George Harrison to Staten Island to buy a pre-war National ukulele, and also Paul McCartney had his famous Hofner Violin Bass, the primary instrument he used with The Beatles, repaired there and later said in an interview in Bass Player Magazine “My bass never played in tune but I brought it to Mandolin Brothers and they set it straight.” In 1976 singer-songwriter Joni Mitchell made a double purchase at the retail institution and was inspired, on her way back to the City on the Staten Island Ferry to write a song that begins with the line “I went to Staten Island, Sharon, to buy myself a mandolin.” This mention in an introspective, auto-biographical song put Mandolin Brothers on the map.  It appears on Ms. Mitchell’s album Hejira (1976) and again in a retrospective album titled Songs of a Prairie Girl.  He served a three year term on the Board of Directors of the Staten Island Council of the Arts in the 1970s and was a strong supporter of the Arts on Staten Island.  In 1980, he and Harold “Hap” Kuffner met Ned Steinberger and, along with the designer-inventor and reinforced plastics pioneer Robert Young of Mamaroneck, created Steinberger Sound Corp., makers of a revolutionary, all-graphite composite bass and guitar that became one of the most famous recording industry instruments of that decade. Demand for the original product was strong and today those solid body electric instruments are collectibles whose market value continues to increase. The Steinberger Bass won 5 industrial design awards including “Best Of” in Time Magazine in 1981.  Jay was featured on radio and television programs on all three major networks, NPR, the BBC and History Detectives, and quoted in articles in such magazines as Forbes, The New York Times and the Wall Street Journal. Mandolin Brothers was named “Best Guitar Shop in New York” by both New York Magazine and The Village Voice. In March 2014 the firm was honored by a feature article in Guitar Aficionado Magazine.",2015
201584,Rabbi Sidney Kleiman Way,East 29th Street Between Lexington Avenue and Third Avenue,Rabbi Sidney Kleiman was the longest serving and oldest active congregational Rabbi in the United States before he died at the age of 100.  He led the antebellum Adereth El from 1939 until 1999.,2015
2015106,Marjorie Sewell Cautley Way,45th Street Between Skillman Avenue and 39th Avenue,"Marjorie Sewell Cautley was an American landscape architect who was very interested in the design of communal spaces and is remembered by her community as being instrumental in the design of the beautiful neighborhood.  She is known for having worked on a variety of public landscape projects, working towards creating a sense of community and meeting the needs of families of modest income.  Some have attributed her with the design of Sunnyside Gardens’ famous “superblocks,” where the houses were oriented towards rear courts. She is also known for her work on the Phipps Garden Apartments, Hillside Homes and Radburn in Fair Lawn, New Jersey.  She was also praised for her use of native plants in her projects.  In 1935, she took on the position of Landscape Consultant to the State of New Hampshire and oversaw the construction of ten state parks. She taught at Columbia University and MIT and her writings were also published often in Landscape Architecture, House and Garden, American City, and the Journal of the American Institute of Planners. In 1935, she published a book entitled, Garden Design, and later wrote a thesis on urban planning at the University of Pennsylvania. ",2015
20161,Tanaya R. Copeland Avenue,At the north side of Stanley Avenue and Sheridan Avenue,"Tanaya R. Copeland was a teen who was fatally stabbed while she was on her way to visit friends.  She was in her second year at College at Long Island University Brooklyn campus where she was studying to be a nurse.  The Royal Knights, a music and arts program, will be hosting a fundraiser/showcase towards a scholarship for the students of the Royal Knights marching band.  The Royal Knights has the support from many organizations that may include; Benedict College in South Carolina which has led to scholarship program that will be named in Tanaya Copeland’s honor. ",2016
201628,Freddy Beras-Goico Way,175th Street Between Broadway and Wadsworth Avenue,"Freddy Beras-Goico was born in Santa Cruz del Seibo, El Seibo, Dominican Republic. He had a career in media for over 30 years.  He was a T.V. presenter, writer for his show “El Gorde De La Semana” (The Fat Man of the Week), “Punto Final” and “Con Freddy y Punto.”  He was also in radio and acting, winning the Casandra Award for his role in Victor/Victoria.  As a child in the 1950’s due to the terrorism brought to the Dominican Republic during the dictatorship of Trujillo, his family fled to Colombia where he would end up spending many years before returning to his home land in the 1970’s.  Also known as a philanthropist for his aid to the poor, he was more than a media personality to most who grew up watching him.  He was also known for speaking his mind against the injustices of the government, going against the governments wish to have people give up their weapons because of the rampant violence of the Dominican republic.",2016
201647,Lieutenant Theodore Leoutsakos Way,At the intersection of 29th Street and 21st Avenue,"Theodore Leoutsakos was a United States Air Force Veteran who served during the Vietnam War.  He was honorably discharged when he was wounded in combat.  For 24 years, he served as a New York State Court Officer and worked perimeter patrol outside of the New York County Supreme Court at 111 Centre Street in Manhattan.  He was a first responder during the 9/11 terrorist attacks at the World Trade Center and was trapped when the towers collapsed.  He survived the attacks and was credited with helping many survivors that day.  He was awarded the Medal of Valor and was recognized in a proclamation by Senator Hillary Clinton.  He was a founding member of the Fraternal Organization of Court Officers, a charitable organization that began in 1990 and has held hundreds of fundraisers helping people in need.  Shortly after his retirement, he was diagnosed with pancreatic cancer as a result of his response to the World Trade Center and his time spent at Ground Zero.",2016
201653,Cecil Collymore Way,Putnam Avenue Between Grand Avenue and Downing Street,"Cecil Collymore owned a number of shops including Collymore Laundry, a 99-cent store, and a coffee shop.  He purchased the property along Putnam Avenue in 1978 when it was a place of prostitution and drugs. Now, the area is being developed and changing positively.  He was the founder of the Putnam Avenue Community Service Inc., which encourages neighborhood development by supplying free employment referrals for the youth and elderly, promotes computer training for all ages and provided transportation for elderly and cancer stricken children to attend special events.  He was the first volunteer with the 88th Precinct to assist in organizing a small community patrol and gave out food to needy families.  He was responsible for saving the Julia Richman High School from closing and the school has since educated thousands of children in the neighborhood.",2016
201660,Senator Christopher J. Mega Way ,At the intersection of 80th Street and 10th Avenue,Christopher Mega served in the New York State Assembly for the 50th Assembly District from 1973 to 1978 and also served in the New York State Senate from 1979 to 1982 and 1985 to 1993.  He was appointed by then-Governor Pataki as chief judge of the State Court of Claims.  He was an activist in Bay Ridge and served in the Dyker Heights Civic Association and the Bay Ridge Lions Club.  He was responsible for bringing the first pre-K programs to Community School District 20.,2016
201664,Juanita Hamilton Place,Crotona Park East Between Wilkins Avenue and Prospect Avenue,"Juanita Hamilton was employed at Labor Bathgate Housing Organization as a community organizer.  In 1968, due to her community involvement, she was voted as the secretary for the 48th precinct community council in which she served for 7 years.  In 1969, she was employed by the Dr. Martin Luther King Jr. Health Center where she worked in the research department.  She was actively involved in the Eastern Star and was appointed to be the Worthy Matron of Emblem No. 56.  She served as treasurer to the Matron and Parton Council Administrative degree.  In 1973, she received upper House Degree the Queen of the South Palace No.2, where she served as Queen Mother.  She also served as Royal Matron of the Amaranth Grand Deputy of New York and Canada.  She served as the executive member of the New Directions In Community Revitalization Inc. and was member of Bronx Branch NAACP.  She was an active member of Community Board 3 (CB 3) and was elected the treasurer and chairperson of Human Health Resources.  She initiated Stepping with a Smart Start healthy walking program in Crotona Park and sponsored CB 3’s Blood Pressuring Monitoring Program in collaboration with the Department of Health and Mental Hygiene.  She spearheaded sponsorship of CB 3’s Health Fairs and was also a member of the board of directors of the Villa Hermosa HUD Section 202 housing development.  She loved children and became the President of the Trustee Board Labor Bathgate Child Care Center.  She was the President of the Granny Club that provided youth in the community scholarships for college and was a member of the Good Will Baptist Church.   ",2016
201678,John Steptoe Way,Monroe Street Between Ralph Avenue and Howard Avenue,"John Steptoe was an award-winning author of children’s books.  He began drawing as a young child and received his formal art training at the High School of Art and Design in Manhattan.  In 1969, at the age of 18, his first book ‘Stevie,’ a story based on his experiences growing up at 840 Monroe Street in BedStuy, received national attention when it was published in its entirety in Life magazine.  In his 20-year career, he illustrated 16 picture books, ten of which he also wrote.  He received honors and accolades including the American Library Association’s Caldecott Honor for children's book illustration for: The Story of Jumping Mouse in 1985 and Mufaro's Beautiful Daughters in 1988.  He also received the Coretta Scott King Award for Illustration for Mother Crocodile in 1982, and Mufaro's Beautiful Daughters in 1988.  He hoped that his books would lead children, especially African-American children, to feel pride in their origins. While accepting the Boston Globe/Horn Book Award for Illustration he said, ""I am not an exception to the rule among my race of people I am the rule. By that I mean there are a great many others like me where I come from.""  He was an active member of his community and a strong advocate for children and would frequently hand out his children’s books to kids in the neighborhood.  He was the Block Association President for several years where he was an active participant in community events and would often visit P.S.309 to talk to the students about his books.  Since his death there has been an exhibit of his artwork at the Transit Museum, his name has been placed in the Brooklyn Botanical Gardens Celebrity Path, Public School 181 has been named the John Lewis Steptoe School, the Macon Library has a section named after him, his artwork hangs in the Raymond Bush playground in Bedford Stuyvesant, ‘Mufaro’s Beautiful Daughters’ has been adapted as a play traveling nationwide and was chosen by the children's librarians at the New York Public Library as one of the ‘100 Great Children’s Books/100 Years.’ ",2016
201689,Mark B. Herman Way,At the northeast corner of Forest Avenue and Oxford Place under the Forest Avenue sign,"Mark Herman led the progressive wing of the Democratic Party on Staten Island for 50 years and was one of the longest-serving members of Democratic County Committees in New York state history.  He was the last surviving founder of the Staten Island Democratic Association, which he served as president and vice president multiple times, and helped educate and mentor new generations of party activists.  He held numerous positions within the Staten Island Democratic Party and was appointed as a New York City Commissioner of Elections representing Staten Island in 2000, a post he held for several years. He also served the borough with his 23-year tenure on Community Board 1, including several terms as vice chairman.  He participated in the 1968 Democratic convention in Chicago and was a delegate for the late Sen. George McGovern at the 1972 convention in Miami.  He served in the United States Army and was honorably discharged in 1957.  He worked on Wall Street for 12 years and later became a branch manager for the former OTB, until retiring in 1995.  He was a manager for West Shore Little League, president of the Silver Lake Civic Association for over a decade, a volunteer mediator/arbitrator for 20 years with the New York State court system and a docent with the National Park Service at Fort Wadsworth.  In 2012, he received a Lifetime Achievement Award from the Democratic Party for his 50-year commitment to advancing its goals.  He was also included in Who's Who in American Politics for his political activism.",2016
201710,Jacqueline Berrien Way,Decatur Street Between Lewis Avenue and Stuyvesant Avenue,"Jacqueline Berrien was a civil rights lawyer who served as the chairperson of the Equal Employment Opportunity Commission (EEOC) under President Barack Obama.  Under her leadership, the EEOC promulgated rules against discrimination in employment and health insurance enrollment on the basis of disability or genetic test results, won a record $240 million jury verdict against a company accused of abusing workers with intellectual disabilities at an Iowa turkey processing plant, and reduced case backlogs overall.  She was a graduate of Oberlin College and Harvard Law School, where she was general editor of The Harvard Civil Rights-Civil Liberties Law Review.  After serving as a clerk for a federal judge, she joined the Lawyers’ Committee for Civil Rights and the Women’s Rights Project of the American Civil Liberties Union.  In 1994, she became an assistant counsel to the NAACP Legal Defense Fund, focusing on voting rights and school desegregation litigation.  After working at the Ford Foundation, she returned as associate director-counsel of the fund, whose national headquarters is in New York.  She taught at Harvard Law School and New York Law School and lived most recently in Washington. ",2017
